"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"1293","Ian Manners","591","0","UK and I","GB","1843","14","2","18","0","0","62","3","8","385","0","12","492984"
"1294","Stephan Kusserow","591","0","DE-AT-CH","DE","2500","12","1","9","8","0","60","3","6","200","0","15","583530"
"1295","Thijn van den Wittenboer","590","0","Benelux","NL","1180","13","17","45","123","1","380","6","8","699","3","13","546381"
"1296","Luke Bennett3","590","0","UK and I","GB","6754","2","11","12","484","9","73","1","3","551","10","2","418116"
"1297","Nick Shively","590","0","California Club","US","1572","15","3","47","0","0","229","6","8","902","0","14","471308"
"1298","Paul Notermans","590","0","Benelux","NL","1450","14","4","40","9","1","207","4","8","765","0","15","431541"
"1299","Salman Owega","590","0","DE-AT-CH","DE","2838","18","1","15","0","0","183","2","7","200","0","19","313423"
"1300","Sascha Wegmann","590","0","DE-AT-CH","CH","1745","12","8","37","30","2","416","6","8","684","2","11","408103"
"1301","Borja Santiago","590","0","Iberia","ES","2579","10","3","7","25","2","49","2","5","125","1","8","569767"
"1302","David Gowrie","590","0","UK and I","GB","2117","12","3","12","21","1","90","3","6","234","1","17","296681"
"1303","Callum Beament","590","0","UK and I","GB","2618","14","2","14","9","1","88","2","5","248","0","17","186844"
"1304","Mark Williams16","590","0","UK and I","GB","1863","13","2","13","16","0","59","5","8","263","0","8","483696"
"1305","Jose M Cabezas","589","0","Iberia","ES","1754","14","12","59","31","2","307","3","7","1251","1","13","309079"
"1306","Patrick Kuchling","589","0","DE-AT-CH","DE","1904","14","4","21","0","0","190","3","8","355","0","16","411652"
"1307","Rudi Jetten","589","0","Benelux","BE","1702","13","15","69","139","7","425","6","8","1262","3","14","404432"
"1308","Daniel Sommer","589","0","DE-AT-CH","DE","6514","6","6","13","37","1","48","1","3","303","2","6","373369"
"1309","Chris Zacharopoulos","589","0","Australia/NZ","AU","1902","15","3","24","0","0","152","3","8","426","0","16","452751"
"1310","Alex Gil","589","0","Iberia","ES","2334","15","2","9","0","0","29","2","7","166","0","20","371622"
"1311","David A. Lopez","588","0","Hispanoamérica","AR","1910","16","3","20","9","0","119","3","8","394","0","14","406736"
"1312","Rene Schmidt","588","0","DE-AT-CH","DE","1967","13","8","43","24","2","201","7","8","848","2","11","605210"
"1313","Nico Weber","588","0","DE-AT-CH","DE","4262","13","3","8","0","0","39","1","3","87","0","13","295364"
"1314","Renato de Paula","588","0","Brazil","BR","1953","13","2","16","0","0","68","3","8","325","0","15","413671"
"1315","Tommi Kallio-Kujala","588","0","Finland","FI","2927","16","1","15","0","0","75","2","7","250","0","17","303061"
"1316","Jerome Havez","587","0","France","FR","1595","15","5","71","19","1","415","5","8","1397","0","15","179990"
"1317","Cédric Le Comte","587","0","France","FR","1974","16","6","24","22","1","134","4","8","390","1","16","28906"
"1318","Dan Oxley","587","0","UK and I","GB","1816","15","3","19","6","1","131","3","8","393","0","18","539971"
"1319","Manuel Wacker","587","0","DE-AT-CH","DE","1694","13","3","13","0","0","76","3","8","209","0","14","476811"
"1320","Thomas Farina","586","0","Italy","IT","1601","15","4","31","24","1","192","4","8","543","2","12","78270"
"1321","Mark Collacott","586","0","UK and I","GB","2043","14","2","23","1","0","145","2","6","589","1","14","364742"
"1322","Cristian Suarez Dopico","586","0","Iberia","ES","1497","14","18","46","66","2","243","5","8","751","6","9","576054"
"1323","Garrett Wilburn","586","0","Virginias","US","2185","13","4","10","24","1","47","3","7","184","1","18","319008"
"1324","Isaque Akamine","585","0","California Club","US","2081","16","4","22","13","0","152","3","8","342","0","14","465841"
"1325","Heiko Schulz","585","0","DE-AT-CH","DE","1589","10","12","24","49","2","92","6","8","499","4","4","480481"
"1326","Andreas Torge","585","0","DE-AT-CH","DE","1562","13","8","28","44","2","193","4","8","442","3","14","327219"
"1327","Simon Wareham","585","0","UK and I","GB","1769","13","7","36","2","0","147","4","8","702","0","18","20676"
"1328","Johnny Liu","585","0","California Club","US","2948","13","2","11","0","0","66","2","6","265","0","16","282321"
"1329","Lemal Jean Baptiste","585","0","Benelux","BE","2137","14","0","19","0","0","65","3","8","358","0","22","263801"
"1330","Stanislav Grasmick","584","0","Central-Eastern Europe","RU","1857","15","3","17","0","0","137","3","8","347","0","14","120606"
"1331","Dawid Jastrz?bski","584","0","Central-Eastern Europe","PL","1836","14","1","26","0","0","224","4","8","549","0","16","389657"
"1332","Tim Eilzer","584","0","DE-AT-CH","DE","3848","16","0","9","0","0","52","1","5","165","0","19","341067"
"1333","Devin Smith4","583","0","Northwest","US","1534","14","10","46","3","1","200","4","8","673","0","14","327680"
"1334","Gustavo Colucci","583","0","Hispanoamérica","AR","2523","17","6","29","2","0","215","2","8","514","0","15","283070"
"1335","Marcel Streuff","583","0","DE-AT-CH","DE","1878","14","4","39","2","1","276","4","8","624","0","12","555140"
"1336","Michael Spithill","583","0","Australia/NZ","AU","2248","15","8","26","101","4","196","2","8","337","3","13","263378"
"1337","Hugo Giardini","583","0","Hispanoamérica","AR","2073","16","4","24","17","1","126","3","7","342","1","11","299641"
"1338","Alexander Schuschke","583","0","DE-AT-CH","CH","3274","16","1","28","2","0","95","2","5","608","0","15","101282"
"1339","Harrie Vosmeijer","583","0","Benelux","NL","1747","13","4","13","67","3","61","3","8","162","3","10","528412"
"1340","Jarbas P Rezende","582","0","Brazil","BR","2154","13","20","65","121","6","427","3","7","1093","7","10","539794"
"1341","Rados?aw ?ukowski2","582","0","Central-Eastern Europe","PL","2245","12","8","22","20","0","89","4","6","364","1","10","410159"
"1342","Russell Wotton","582","0","Australia/NZ","AU","1465","12","15","55","24","1","318","6","8","778","0","15","413208"
"1343","Diego Lackinger","582","0","Hispanoamérica","AR","1711","13","4","10","22","1","77","4","8","188","1","13","340013"
"1344","Anthony A Castillo","582","0","Illinois","US","2288","17","2","21","0","0","94","3","8","436","0","14","595266"
"1345","Bradley Alvis","582","0","Florida","US","2008","12","1","8","0","0","21","3","7","174","0","12","478143"
"1346","Patrick Kozak","582","0","DE-AT-CH","DE","1904","15","0","12","0","0","70","3","8","241","0","19","60479"
"1347","Jarrod Riches","582","0","Australia/NZ","AU","1919","16","0","15","0","0","68","3","8","329","0","22","312627"
"1348","John Newman3","581","0","UK and I","GB","1797","13","1","14","0","0","78","4","8","267","0","10","480464"
"1349","Phil Bedford","581","0","UK and I","GB","2955","12","10","32","107","3","127","2","7","865","1","10","144690"
"1350","Sascha Abrecht","581","0","DE-AT-CH","DE","2427","13","4","11","0","0","62","2","6","166","0","11","578777"
"1351","Guillermo Martín González Díaz","581","0","Hispanoamérica","AR","2414","13","3","10","9","0","94","3","7","228","1","15","198911"
"1352","Dario Dell'Ernia","581","0","Italy","IT","1620","14","2","22","0","0","147","5","8","405","0","9","601425"
"1353","Marko Zelenika","581","0","Central-Eastern Europe","HR","2307","16","2","12","0","0","83","2","8","233","0","14","255717"
"1354","David Klak","581","0","DE-AT-CH","DE","2159","14","1","14","0","0","81","3","7","273","0","21","577744"
"1355","Leigh Macdonald","581","0","UK and I","GB","2098","15","0","14","0","0","67","3","8","290","0","20","27628"
"1356","Marco Andre Botelho Pinto","580","0","DE-AT-CH","CH","1649","13","11","61","65","1","377","4","8","1236","1","14","580757"
"1357","Bruno Traguedo","580","0","Iberia","VI","1889","13","6","20","1","0","108","3","8","435","0","16","388551"
"1358","Mario Kreim","579","0","DE-AT-CH","DE","2597","15","5","51","1","0","356","3","8","1128","0","18","217579"
"1359","Michael Finckbohner","579","0","DE-AT-CH","DE","3716","16","1","15","0","0","45","1","5","304","0","20","341883"
"1360","Sergio Romero","579","0","Iberia","ES","1939","15","5","27","0","0","181","3","8","533","0","18","507203"
"1361","Marcus Lumpkins","579","0","Carolina","US","1409","14","10","29","135","3","220","6","8","477","3","9","469253"
"1362","Guillermo Martinez","579","0","California Club","US","1866","14","6","33","47","2","235","3","6","610","0","16","349428"
"1363","Andrea Salvi","579","0","Italy","IT","3589","12","4","9","24","0","46","2","5","176","1","12","88027"
"1364","Bernd Schoenbauer","579","0","DE-AT-CH","AT","1694","10","3","16","0","0","64","6","8","320","0","12","173410"
"1365","Hermann Grünberger","579","0","DE-AT-CH","DE","1278","15","3","25","0","0","154","7","8","469","1","14","421474"
"1366","Christian Schütz","579","0","DE-AT-CH","DE","2055","14","1","19","0","0","85","4","8","414","0","19","169378"
"1367","Alejandro Bentos","579","0","Iberia","ES","3139","15","0","6","0","0","41","2","6","133","0","24","158285"
"1368","Tomi Tamminen","578","0","Finland","FI","1833","11","9","24","72","3","138","3","5","335","4","14","414977"
"1369","Seojin Park","578","0","Asia","KR","2582","13","9","37","45","2","279","2","8","671","1","10","577311"
"1370","Mads L Jensen","578","0","Scandinavia","DK","3040","13","4","16","16","1","127","3","7","266","1","18","440602"
"1371","Onur Kalayci","578","0","International Club","TR","1783","15","3","48","0","0","148","3","7","1028","0","23","329940"
"1372","Christopher  Pairasso","578","0","France","FR","1972","14","4","15","1","0","82","3","8","296","0","15","532842"
"1373","Jani Laiho","578","0","Finland","FI","2406","12","3","8","5","0","35","2","5","129","0","15","359222"
"1374","Edward Knight","578","0","UK and I","GB","1660","15","3","16","1","0","126","4","8","297","0","9","233083"
"1375","Peter Hunter","577","0","Australia/NZ","SG","1664","14","8","33","86","5","403","4","7","440","4","11","326810"
"1376","Riccardo Carrieri","577","0","Italy","IT","1508","15","4","84","0","0","638","3","8","1680","0","16","48731"
"1377","Francisco Yanisselly","577","0","International Club","PA","1405","15","4","33","37","0","266","3","8","534","2","13","324695"
"1378","Brian L Wilson","577","0","Carolina","US","1621","16","4","27","9","0","188","3","8","494","1","12","310116"
"1379","Niclas Feldhausen","577","0","DE-AT-CH","DE","4124","10","2","6","0","0","17","1","4","141","0","14","506613"
"1380","Gregory v. Hoeve","577","0","Benelux","BE","2068","14","1","12","0","0","61","3","6","151","0","15","380911"
"1381","Niko Jarva","577","0","Finland","FI","2622","16","0","14","0","0","89","2","5","212","0","20","491699"
"1382","Vincent Ross","576","0","DE-AT-CH","DE","1680","14","10","63","12","2","336","4","8","1140","0","18","564273"
"1383","Ilya Dreizin","576","0","Northwest","US","2012","12","4","33","5","0","156","3","8","656","0","14","548046"
"1384","Roberto Casado","576","0","Iberia","ES","2059","15","2","22","0","0","127","3","8","441","0","14","376713"
"1385","Pedro Delgado","576","0","Brazil","BR","3146","14","1","9","0","0","60","2","6","228","0","16","146601"
"1386","Jonas Søndergaard","575","0","Scandinavia","DK","1738","11","17","46","139","8","288","5","8","815","6","9","559097"
"1387","Thomas Freeman","575","0","Australia/NZ","AU","1835","12","10","23","17","2","97","7","6","345","0","16","323405"
"1388","Aaron Sinclair","575","0","Michigan","US","2385","12","5","12","1","0","37","3","5","261","1","8","581016"
"1389","Marco Hartmann","575","0","DE-AT-CH","DE","1818","14","2","49","0","0","228","6","8","991","0","23","582604"
"1390","Carlos Vila.","575","0","Florida","US","5821","7","15","29","64","1","180","1","3","648","2","9","227349"
"1391","Ivo Ferreira","575","0","Iberia","PT","1802","14","7","38","127","4","376","4","7","829","5","12","358737"
"1392","Elliott Barinberg","575","0","New Jersey","US","2065","10","6","22","46","3","185","4","6","527","1","10","537075"
"1393","Christian Chares","575","0","DE-AT-CH","DE","1789","13","4","20","54","2","155","4","7","328","3","10","236039"
"1394","Endika Andonegui","575","0","Iberia","ES","1944","11","3","16","23","1","71","3","7","350","0","15","587257"
"1395","Espen Murstad","575","0","Scandinavia","SE","1878","14","4","14","0","0","58","3","8","209","0","17","170104"
"1396","Matthew Duider","574","0","Florida","US","1198","13","33","136","48","4","939","6","8","2459","0","18","573640"
"1397","Pablo Riestra","573","0","Iberia","ES","2332","12","15","37","68","4","343","3","6","621","1","9","367828"
"1398","Luca Dierks","573","0","DE-AT-CH","DE","2009","14","8","27","54","2","220","3","6","531","0","13","408788"
"1399","Will Ammerdorfer","573","0","Benelux","NL","2487","13","2","15","0","0","54","3","6","273","0","14","81223"
"1400","Pablo Solano","573","0","Iberia","ES","2020","15","2","17","0","0","125","3","8","257","0","16","506626"
"1401","Ignacio Leon","572","0","Iberia","ES","1602","17","14","61","74","4","467","5","7","1000","3","16","557239"
"1402","Emanuel Weberbauer","572","0","DE-AT-CH","DE","1658","13","8","37","20","1","249","6","8","862","0","13","437661"
"1403","Fabian Hartmann","572","0","DE-AT-CH","DE","1934","14","2","12","5","1","45","3","8","179","0","15","496905"
"1404","Burton August","572","0","New York","US","2850","13","2","10","3","0","59","2","7","247","0","14","30939"
"1405","Greg Guilloton","572","0","France","FR","1752","10","1","11","0","0","54","4","8","246","0","12","365337"
"1406","Xia Gong","571","0","Canada","CA","1469","15","2","28","10","1","156","3","8","404","0","14","565554"
"1407","Dalla Stella","571","0","Brazil","BR","1777","8","4","9","15","1","25","5","8","188","1","8","52437"
"1408","Kenta Nishizawa","570","0","Japan","JP","1535","13","4","29","2","0","270","4","8","652","0","12","430323"
"1409","Christopher Ouimet","570","0","California Club","US","2174","16","2","30","2","0","180","4","8","570","0","13","430613"
"1410","Aitor Revuelta","570","0","Iberia","ES","2033","14","4","27","0","0","169","3","7","560","0","26","377545"
"1411","Mathis Ducreux MD","570","0","France","FR","1162","13","10","28","14","2","139","4","8","450","0","13","557762"
"1412","Javier N Rodriguez","570","0","Hispanoamérica","AR","1842","11","3","14","32","2","74","3","7","317","1","11","451634"
"1413","Benjamin Blanche","570","0","France","FR","3676","12","2","7","8","0","51","2","4","171","0","15","415229"
"1414","James Gallaher","570","0","Northwest","US","2102","13","1","11","6","0","57","4","7","208","0","9","588351"
"1415","Dave Mennenoh","570","0","Illinois","US","3509","15","1","12","0","0","64","1","6","274","0","19","510622"
"1416","Risto Olkkonen","570","0","Finland","FI","4129","13","0","8","0","0","43","1","4","174","0","11","57451"
"1417","Chris Yardley","570","0","UK and I","GB","2452","18","0","9","0","0","35","2","8","175","0","27","356144"
"1418","Mota Adriano2","569","0","France","FR","1767","13","8","31","81","4","196","4","7","793","3","11","555513"
"1419","Lucas Nora","569","0","Brazil","BR","1390","17","5","45","25","1","512","3","8","744","1","16","543299"
"1420","Udillo Bardelle","569","0","Italy","IT","1456","11","10","31","4","0","170","7","8","612","2","8","401084"
"1421","Lassi Juurinen","569","0","Finland","FI","5912","5","4","6","7","1","54","1","3","99","0","5","354245"
"1422","Grant Hook","569","0","UK and I","GB","1838","12","4","17","4","1","188","3","7","336","0","12","397872"
"1423","Callum Mooney2","569","0","UK and I","GB","1805","16","4","17","2","0","134","3","8","285","0","14","499438"
"1424","Lubo Schiwietz","568","0","DE-AT-CH","DE","2770","13","8","22","17","2","176","3","4","438","1","23","615164"
"1425","Luís Monteiro","568","0","Iberia","PT","2151","13","8","27","48","2","162","5","7","442","1","12","497151"
"1426","Jason Vaticano","568","0","Australia/NZ","AU","1679","12","3","18","1","0","96","4","8","368","0","10","560824"
"1427","Simon Zierke","568","0","DE-AT-CH","DE","2069","17","1","13","6","0","61","3","8","211","0","13","356015"
"1428","Romuald ADRIEN","568","0","France","FR","1949","17","1","11","0","0","64","3","8","183","0","17","368869"
"1429","Adrian Dietzel","567","0","DE-AT-CH","DE","3025","9","6","11","16","1","29","2","5","126","1","7","367298"
"1430","Vincent Muller","567","0","France","FR","2340","13","5","25","0","0","154","2","6","529","0","15","194758"
"1431","Joe Robinson","567","0","UK and I","GB","2359","14","2","16","0","0","63","3","6","336","0","17","544275"
"1432","Kennie Lassen2","567","0","Scandinavia","DK","1821","16","1","22","1","0","153","3","8","374","0","19","241356"
"1433","Arthur Hubert","567","0","France","FR","1807","13","17","84","31","0","588","4","8","1525","2","10","576667"
"1434","Abdulrahman Al-Sarami","567","0","Asia","SA","1988","10","7","15","61","4","89","4","6","296","2","13","240300"
"1435","Seb Oberhausen","567","0","DE-AT-CH","DE","1589","13","5","18","12","1","63","4","8","373","0","11","536983"
"1436","Henrik Steen Møller","567","0","Scandinavia","DK","1663","16","4","42","20","1","254","3","8","820","2","14","522635"
"1437","Johnathan Evans2","567","0","UK and I","GB","1493","13","8","31","15","0","159","5","8","553","0","14","140220"
"1438","Felipe Baptista","567","0","Brazil","BR","5224","12","3","10","8","0","88","1","4","195","0","9","359766"
"1439","Aditya Iyer","567","0","Asia","IN","1436","14","3","18","14","0","133","4","8","362","2","16","520047"
"1440","Adrián Montoro","567","0","Iberia","ES","2410","14","3","18","2","0","188","2","5","346","0","12","314957"
"1441","Serhat Budak","567","0","International Club","TR","3256","17","0","8","0","0","94","2","4","101","0","7","365220"
"1442","Antonio J. Vicens","566","0","Iberia","ES","2217","15","2","14","5","0","92","3","8","222","0","17","286988"
"1443","Lucas Kelab","566","0","Brazil","BR","2411","13","5","28","3","0","183","3","6","605","0","16","594958"
"1444","Terry Crouch","566","0","Texas","US","2842","7","3","6","0","0","26","2","4","155","0","7","17158"
"1445","Hayden Smyth","566","0","Australia/NZ","AU","2326","15","0","8","0","0","56","3","8","168","0","18","338015"
"1446","Sascha Heyer","565","0","DE-AT-CH","DE","2606","15","5","21","3","0","148","2","5","427","0","16","426130"
"1447","Fernando Fio","565","0","Florida","US","1803","15","5","35","0","0","222","3","8","731","0","14","483248"
"1448","Jon Williams","565","0","UK and I","GB","2101","11","10","32","5","1","190","4","8","621","0","11","394337"
"1449","Filippo Masi","565","0","Italy","IT","1313","11","7","13","38","2","65","5","8","236","2","10","587524"
"1450","Christoph Löblich","565","0","DE-AT-CH","AT","1271","11","6","18","16","1","105","4","8","416","0","15","30761"
"1451","Bence Labancz","565","0","Central-Eastern Europe","AE","1927","11","3","13","3","1","121","4","8","250","0","24","231166"
"1452","Adrian Leite","565","0","Iberia","ES","1901","12","2","18","37","1","146","4","8","436","2","12","595115"
"1453","Ernesto El Mariachi","565","0","France","FR","1537","13","6","20","1","0","125","4","8","326","0","13","526849"
"1454","Danno Lee","564","0","Texas","US","1574","15","8","52","50","2","504","4","8","773","1","15","563658"
"1455","Stefano Nardo","564","0","Italy","IT","1304","16","14","43","207","7","343","4","7","638","6","12","39574"
"1456","Frank Caceres","564","0","International Club","SV","1909","14","6","23","29","0","122","3","8","450","2","10","522746"
"1457","Pierpaolo Reppucci","564","0","Italy","IT","3447","18","1","24","0","0","159","2","6","477","0","13","392134"
"1458","George Goe Balaur","564","0","Iberia","AD","2139","13","10","46","4","0","285","4","6","902","0","12","404451"
"1459","Lennard Rau","564","0","DE-AT-CH","DE","3753","15","4","12","3","0","74","2","4","140","1","14","547098"
"1460","Rodrigo Reyes2","564","0","Carolina","US","1890","14","0","15","1","0","85","4","8","313","0","11","542500"
"1461","Andres Asiain","563","0","Iberia","ES","2391","15","4","30","26","1","205","2","7","559","1","18","593920"
"1462","PJ Buhler","563","0","Florida","US","1731","14","9","39","12","2","261","4","8","719","0","14","582094"
"1463","Florian Reinbold","563","0","DE-AT-CH","DE","1875","15","4","40","5","1","241","4","8","659","0","17","580318"
"1464","Dave Van Honk","563","0","Benelux","NL","1687","15","8","29","1","0","200","3","8","376","0","15","379621"
"1465","Owen Blythe","563","0","UK and I","GB","5131","4","3","5","0","0","36","1","3","106","0","8","164833"
"1466","Marcus Hill2","563","0","New York","US","2078","11","3","16","2","0","91","3","6","314","0","14","135149"
"1467","Michael Kierner","563","0","DE-AT-CH","DE","3101","8","2","7","0","0","18","2","4","108","0","8","471576"
"1468","Jose Ángel León","563","0","Iberia","ES","1711","12","2","19","2","0","153","4","8","329","0","15","255055"
"1469","Nasser Salem","562","0","Asia","QA","1649","13","13","71","6","0","389","8","8","1494","0","12","243265"
"1470","Justin Starnes","562","0","Northwest","US","1909","12","3","14","13","1","117","4","7","303","0","14","435807"
"1471","Valera Ivashin","562","0","Central-Eastern Europe","RU","1586","13","6","25","34","2","239","6","8","564","2","8","450250"
"1472","Tobi Manthey","562","0","DE-AT-CH","DE","3187","11","4","13","8","2","47","2","5","258","0","15","308291"
"1473","Jeff Underwood","562","0","Carolina","US","1934","11","4","14","0","0","56","4","7","286","0","14","19772"
"1474","Ryan Empringham","562","0","UK and I","GB","1728","13","3","18","0","0","106","4","8","419","0","18","529570"
"1475","Filipe Rabaça","562","0","Iberia","PT","3356","14","2","12","0","0","68","2","5","230","0","13","442012"
"1476","Jose Rafael Dieguez Molero","562","0","Iberia","ES","1926","18","2","23","0","0","189","3","8","409","0","17","56457"
"1477","Sander Slofstra","561","0","Benelux","NL","1601","13","7","35","23","1","214","8","8","777","0","12","348737"
"1478","Michael J Taylor","561","0","UK and I","GB","1830","16","2","29","2","0","216","4","8","480","0","16","173438"
"1479","Johannes D Dorsch","561","0","DE-AT-CH","DE","1778","12","4","13","2","0","77","3","8","310","0","14","403768"
"1480","Michael Daish","561","0","UK and I","GB","1618","14","3","16","0","0","65","4","8","238","0","19","253612"
"1481","Adrián Martín","561","0","Iberia","ES","3205","13","1","11","0","0","100","2","5","202","0","16","314844"
"1482","Felipe Alves","560","0","Brazil","BR","3803","15","2","14","0","0","127","1","5","320","0","15","260068"
"1483","Sam Zemke","560","0","Northwest","US","1684","14","13","59","65","3","284","6","8","1004","3","13","336784"
"1484","Aritz Oleaga","560","0","Iberia","ES","1833","13","5","22","25","2","166","4","8","481","1","15","477794"
"1485","Hendrik Tries","560","0","DE-AT-CH","DE","2590","15","0","11","0","0","44","3","8","250","0","18","488768"
"1486","Edu vila","560","0","Iberia","ES","3079","18","0","14","0","0","94","2","6","178","0","18","235872"
"1487","Sunghyun Lee","559","0","Asia","KR","2121","14","9","47","94","4","412","5","6","800","2","11","619939"
"1488","Anderson Silva7","559","0","Brazil","BR","4651","7","8","15","11","1","135","1","4","278","0","7","340494"
"1489","Leon Hecker","559","0","DE-AT-CH","DE","1592","15","8","35","95","2","238","4","9","472","1","15","306691"
"1490","Pedro R Santos","559","0","Iberia","US","2057","13","10","37","12","1","243","3","8","797","1","15","170419"
"1491","Sascha Luecking","559","0","DE-AT-CH","DE","2249","7","5","10","2","0","57","3","5","196","0","8","310893"
"1492","Lukasz M Derejski","559","0","UK and I","GB","1559","14","3","16","4","0","62","3","8","219","0","16","114460"
"1493","Yuri Miyajima","559","0","Japan","JP","2512","8","2","6","0","0","45","3","5","129","0","6","374313"
"1494","Pemas Niedergert","558","0","DE-AT-CH","DE","2066","15","2","18","0","0","53","4","8","456","0","18","347405"
"1495","Joseph Wolford","558","0","Florida","US","1496","13","8","37","0","0","201","7","8","800","0","22","557350"
"1496","Bjoern Engel","558","0","DE-AT-CH","DE","2072","13","10","58","12","1","312","3","6","1095","0","16","341978"
"1497","Hayden Lymar","558","0","Australia/NZ","AU","1445","13","8","32","56","2","192","6","8","590","3","11","611018"
"1498","Jesco Kaczmarek","558","0","DE-AT-CH","DE","1649","15","2","11","35","2","72","3","8","142","1","8","217357"
"1499","Steven Barron","557","0","UK and I","GB","1689","12","5","51","0","0","232","6","8","1075","0","16","569216"
"1500","Hector Torres Lopez2","557","0","Iberia","ES","2036","14","10","36","65","5","279","4","8","493","4","13","355066"
"1501","Sergio Luiz","557","0","Brazil","BR","1701","16","3","17","29","1","83","5","8","341","2","10","250628"
"1502","Joaquin Biar","557","0","Hispanoamérica","AR","3839","13","3","21","0","0","165","1","4","471","0","15","378899"
"1503","David Alex Crowder","556","0","Canada","CA","1340","14","12","30","57","3","238","6","8","423","0","12","589549"
"1504","Mehmet Emin CALISKAN","556","0","International Club","TR","1805","12","2","10","0","0","94","4","8","194","0","13","353830"
"1505","Jeremie Catoire","556","0","France","FR","1526","14","2","33","5","0","164","4","8","626","1","12","581840"
"1506","Francisco P Montini","556","0","Hispanoamérica","AR","2671","21","1","13","0","0","107","2","8","186","0","14","248198"
"1507","Carlos Barcelona","556","0","Iberia","ES","2361","17","0","8","0","0","78","2","8","157","0","22","81289"
"1508","Arnoud Glastra","555","0","Benelux","NL","2368","12","9","21","116","5","75","3","5","379","6","6","408295"
"1509","Karim Marin","555","0","Iberia","ES","1466","13","5","24","13","2","147","5","8","330","0","21","606591"
"1510","Jesse Krohn","555","0","Finland","FI","4791","9","7","19","23","3","115","2","3","135","3","5","216581"
"1511","Matt Caruana","555","0","UK and I","GB","4675","13","4","18","1","0","164","1","3","351","0","15","487540"
"1512","Junior Yearwood","555","0","UK and I","GB","1481","15","4","54","1","0","276","4","8","978","0","17","37742"
"1513","Davy Van den Abbeele","555","0","Benelux","BE","1827","15","1","10","8","1","59","3","8","159","0","16","211864"
"1514","Jeremy Frankland","555","0","Australia/NZ","AU","1671","13","5","24","0","0","132","4","8","470","0","15","556400"
"1515","Giuliano Jametti","555","0","Italy","IT","2272","19","3","27","0","0","233","2","7","375","0","14","21463"
"1516","Jelle Stamborg","555","0","Benelux","NL","2808","14","1","10","1","0","62","2","7","224","0","17","503387"
"1517","Martin Telechea","555","0","Hispanoamérica","AR","2476","17","0","11","0","0","87","2","8","236","0","20","324581"
"1518","Pedro quinones","554","0","Atlantic","US","2028","15","7","21","11","1","168","3","8","326","0","15","547879"
"1519","Dominik Sawicki","554","0","Central-Eastern Europe","PL","2837","16","3","21","10","1","151","2","5","384","1","11","160291"
"1520","Nils v Pein","554","0","DE-AT-CH","DE","3176","17","1","14","0","0","121","2","5","287","0","13","333903"
"1521","Marco Lichtenberger","554","0","DE-AT-CH","DE","1738","13","13","35","0","0","241","3","8","498","0","12","580618"
"1522","Tomas Fontanetto2","554","0","Hispanoamérica","AR","1959","12","13","37","145","5","229","6","6","622","6","10","439380"
"1523","Bartosz Nowacki","554","0","Central-Eastern Europe","PL","1916","12","7","26","17","2","149","3","7","370","0","20","122916"
"1524","Anthony Martin5","554","0","France","FR","2063","16","3","26","2","0","171","3","8","541","0","15","315970"
"1525","Marc de Fulgencio","554","0","Iberia","ES","3468","16","2","10","0","0","65","1","4","218","0","16","283769"
"1526","Shervin R Samari","554","0","California Club","US","1425","14","1","23","0","0","124","3","8","481","0","18","325811"
"1527","Maxime Feldis","553","0","France","FR","1576","14","5","18","9","1","88","3","8","254","1","16","401705"
"1528","Tarkan B. Bassoy","553","0","International Club","TR","1958","14","5","26","23","0","153","3","8","439","1","15","316003"
"1529","Jonathan Hitchen","553","0","UK and I","GB","3428","9","3","4","17","1","37","2","4","57","1","4","445818"
"1530","Carlos Recio","553","0","Iberia","ES","1855","14","2","16","0","0","105","3","8","337","0","14","577358"
"1531","Skyler Gragg","553","0","Florida","US","2107","13","1","11","0","0","96","3","7","224","0","19","479251"
"1532","Reggy Hermans","553","0","Benelux","NL","2254","16","0","12","0","0","52","3","8","276","0","23","257541"
"1533","Johannes Traupe","553","0","DE-AT-CH","DE","2483","21","0","13","0","0","101","2","8","216","0","23","416173"
"1534","Aaron Claybaugh","552","0","Pennsylvania","US","1772","10","5","13","24","1","80","4","8","289","0","14","73540"
"1535","Glen Watkins","551","0","Australia/NZ","AU","1756","12","13","59","10","0","478","5","8","1309","3","11","599079"
"1536","Mikkel Bøje Nielsen","551","0","Scandinavia","DK","1598","14","1","14","0","0","51","3","8","261","0","20","237803"
"1537","Marcel Fischer2","551","0","DE-AT-CH","DE","1970","15","0","17","0","0","111","3","8","329","0","18","420896"
"1538","Shaun Hook","550","0","UK and I","GB","1532","13","15","55","66","4","405","4","7","991","5","11","554491"
"1539","Coen Dolk","550","0","Benelux","NL","1899","13","4","14","0","0","78","3","8","289","0","10","514433"
"1540","Gavin Thomas","550","0","UK and I","GB","2448","14","4","15","0","0","98","2","6","249","0","16","110702"
"1541","Lewis boobier","550","0","UK and I","GB","1917","15","2","12","12","0","62","3","8","271","1","12","554855"
"1542","Thomas Geißler","550","0","DE-AT-CH","DE","2287","17","0","8","0","0","39","2","8","176","0","20","314050"
"1543","Brandon Ziegler","549","0","Michigan","US","1552","12","6","26","26","2","196","6","8","551","2","14","74341"
"1544","Simon Longshaw","549","0","UK and I","GB","1767","14","6","36","3","0","178","4","8","835","0","14","390364"
